vehicle_id,vehicle_type,make_id,model_year,color,date_stolen,location_id,age
236,Roadbike,611,2009,Black,2022-03-31,102,13
237,Trailer,623,2002,Grey,2021-12-29,102,19
238,Trailer,514,2019,Silver,2022-01-09,114,3
239,Trailer,623,2016,Silver,2021-10-14,102,5
240,Trailer,623,2019,Silver,2022-02-16,114,3
241,Roadbike,611,2007,Black,2022-01-17,102,15
242,Trailer,549,1977,Silver,2022-03-02,107,45
243,Trailer,623,2001,Silver,2022-01-13,108,21
244,Boat Trailer,623,2019,Silver,2021-12-15,102,2
245,Boat Trailer,623,2019,Silver,2022-01-31,101,3
246,Trailer,623,2019,Black,2021-11-17,106,2
247,Trailer,516,2019,Silver,2021-10-18,114,2
248,Boat Trailer,623,2019,Silver,2022-03-04,102,3
249,Trailer,623,2019,Silver,2022-01-24,114,3
250,Trailer,549,2019,Black,2022-01-06,102,3
251,Trailer,623,1940,White,2021-11-26,115,81
252,Trailer,538,2019,Silver,2022-03-21,109,3
253,Trailer - Heavy,623,2019,Silver,2021-10-24,104,2
254,Trailer,623,1997,Silver,2021-11-04,111,24
255,Trailer,623,1997,Silver,2022-04-04,108,25
256,Boat Trailer,623,2001,Silver,2022-03-15,101,21
257,Trailer,623,2017,Silver,2021-10-28,108,4
258,Trailer,616,2019,Silver,2022-03-25,109,3
259,Boat Trailer,549,2019,Silver,2021-10-29,102,2
260,Roadbike,636,2005,Grey,2022-02-17,102,17
261,Trailer,538,2019,Silver,2022-03-31,109,3
262,Trailer,623,2016,Silver,2022-02-04,114,6
263,Trailer,623,2016,Silver,2022-03-22,102,6
264,Trailer - Heavy,623,2016,Silver,2021-10-29,114,5
265,Caravan,630,2016,White,2022-03-28,103,6
266,Trailer,616,2016,Silver,2022-03-23,102,6
267,Trailer,549,2016,Silver,2021-12-07,114,5
268,Trailer,549,2004,Blue,2022-03-20,114,18
269,Trailer,623,2016,Silver,2021-12-11,103,5
270,Trailer - Heavy,514,2016,Silver,2021-12-07,102,5
271,Trailer,514,2016,Silver,2022-01-14,114,6
272,Trailer - Heavy,623,2016,Silver,2021-10-29,102,5
273,Trailer,549,1960,White,2022-01-01,114,62
274,Trailer - Heavy,623,2013,Grey,2021-11-08,102,8
275,Trailer - Heavy,527,2016,Grey,2021-10-12,102,5
276,Trailer,623,2016,Silver,2022-03-25,103,6
277,Trailer - Heavy,514,2016,Silver,2021-11-08,102,5
278,Trailer,623,2016,Silver,2022-02-23,102,6
279,Trailer,514,2016,Grey,2021-12-01,102,5
280,Trailer,623,2016,Silver,2022-01-30,114,6
281,Saloon,576,1993,Blue,2022-02-14,103,29
282,Trailer,623,2016,Silver,2021-11-01,102,5
283,Trailer - Heavy,514,2016,Silver,2021-11-15,102,5
284,Trailer - Heavy,514,2016,Silver,2022-03-08,104,6
285,Trailer - Heavy,514,2016,Silver,2022-01-17,103,6
286,Boat Trailer,623,2016,Silver,2022-01-29,102,6
287,Caravan,519,2007,White,2022-03-24,109,15
288,Trailer,623,2016,Silver,2021-10-31,102,5
289,Trailer,623,2016,Silver,2021-10-28,104,5
290,Boat Trailer,527,2016,Grey,2021-10-22,114,5
291,Trailer - Heavy,623,2010,Blue,2021-11-08,114,11
292,Trailer,514,2016,Silver,2021-11-25,102,5
293,Roadbike,611,2005,Blue,2022-03-26,102,17
294,Trailer,514,2019,Silver,2022-02-16,114,3
295,Boat Trailer,635,1998,Silver,2022-01-05,104,24
296,Boat Trailer,623,2000,Silver,2021-12-26,102,21
297,Boat Trailer,623,2019,Grey,2022-03-30,103,3
298,Roadbike,505,1998,Red,2022-04-05,115,24
299,Moped,636,2007,Blue,2021-10-26,102,14
300,Trailer,623,2019,Green,2022-02-02,103,3
301,Roadbike,611,2007,Black,2022-03-02,101,15
302,Trailer,562,2020,Silver,2021-12-02,102,1
303,Trailer,514,1985,Grey,2022-02-05,114,37
304,Roadbike,611,2008,Orange,2022-03-13,102,14
305,Boat Trailer,623,2020,Silver,2021-11-15,109,1
306,Trailer,535,1977,Red,2021-11-04,102,44
307,Boat Trailer,623,2020,Silver,2022-01-04,102,2
308,Caravan,508,2009,White,2021-12-19,102,12
309,Boat Trailer,623,2020,Grey,2022-04-02,101,2
310,Roadbike,561,1986,Red,2021-11-30,101,35
311,Boat Trailer,623,2020,Silver,2022-03-30,103,2
312,Trailer,623,2020,Silver,2022-03-07,114,2
313,Trailer,549,1989,Grey,2022-03-22,103,33
314,Boat Trailer,623,2019,Grey,2022-01-20,102,3
315,Boat Trailer,527,2020,Silver,2021-10-08,102,1
316,Roadbike,554,2006,Red,2022-03-01,105,16
317,Boat Trailer,623,2020,Grey,2022-01-10,103,2
318,Trailer - Heavy,514,2016,Silver,2021-12-07,102,5
319,Caravan,519,1977,White,2022-02-26,104,45
320,Trailer,623,1981,Grey,2021-11-12,106,40
321,Trailer,623,2020,Silver,2022-02-03,102,2
322,Trailer,623,2020,Silver,2021-11-01,108,1
323,Trailer,623,2020,Silver,2021-12-14,114,1
324,Trailer,623,2020,Grey,2022-01-13,102,2
325,Boat Trailer,623,2020,Silver,2021-11-21,102,1
326,Trailer,623,2020,Silver,2021-12-13,108,1
327,Caravan,526,2010,White,2021-11-30,114,11
328,Roadbike,611,2008,Red,2022-01-20,111,14
329,Trailer,623,1996,Grey,2022-01-16,105,26
330,Trailer,562,2020,Silver,2022-04-02,104,2
331,Roadbike,611,2005,Black,2022-03-06,102,17
332,Trailer,623,2012,Silver,2021-10-19,107,9
333,Trailer,623,2020,Grey,2021-10-10,111,1
334,Trailer,595,2012,Silver,2021-12-20,114,9
335,Trailer,623,2016,Silver,2022-03-30,102,6
336,Trailer,538,2016,Silver,2022-04-05,109,6
337,Trailer,616,2016,Silver,2021-10-19,104,5
338,Trailer,514,2016,Silver,2021-11-08,114,5
339,Trailer,549,2016,Silver,2022-03-10,102,6
340,Boat Trailer,597,2016,Silver,2021-12-14,102,5
341,Light Van,619,2001,White,2021-10-29,102,20
342,Trailer,514,2016,Silver,2022-03-17,109,6
343,Trailer - Heavy,623,2016,Silver,2022-02-01,102,6
344,Trailer - Heavy,623,2016,Silver,2022-03-07,104,6
345,Trailer,623,2016,Green,2022-01-09,101,6
346,Trailer,623,2007,Black,2021-10-07,103,14
347,Trailer,623,2016,Silver,2022-03-14,114,6
348,Caravan,519,2005,White,2021-10-31,102,16
349,Trailer,623,2016,Silver,2022-04-05,114,6
350,Trailer,623,2016,Silver,2022-04-02,114,6
351,Trailer,514,2016,Silver,2022-03-31,114,6
352,Caravan,612,2002,White,2021-12-25,106,19
353,Trailer,623,2016,Black,2022-03-04,109,6
354,Trailer,616,2016,Silver,2021-11-03,104,5
355,Trailer,623,1970,Grey,2021-12-29,114,51
356,Trailer,623,2020,Silver,2022-02-17,108,2
357,Trailer,623,2020,Silver,2021-12-17,103,1
358,Trailer,623,2020,Silver,2022-03-02,103,2
359,Trailer,623,2020,Black,2022-03-03,102,2
360,Trailer - Heavy,623,2020,Grey,2022-01-07,107,2
361,Roadbike,611,2009,Blue,2022-01-19,103,13
362,Trailer,623,1998,Blue,2021-10-25,109,23
363,Trailer,623,2020,Grey,2022-02-27,102,2
364,Trailer,623,2020,Black,2022-03-24,104,2
365,Moped,611,2007,Black,2022-03-15,102,15
366,Trailer,623,2020,Black,2021-10-19,114,1
367,Trailer,616,2020,Silver,2022-03-28,105,2
368,Roadbike,545,2006,Black,2022-03-09,102,16
369,Boat Trailer,549,2020,Silver,2022-02-03,101,2
370,Caravan,519,1980,White,2022-01-28,116,42
371,Trailer,623,2020,Silver,2022-03-08,103,2
372,Trailer,623,2020,Silver,2021-10-18,102,1
373,Roadbike,611,2003,Blue,2021-12-14,102,18
374,Roadbike,550,1999,Red,2022-01-04,102,23
375,Boat Trailer,623,1996,Grey,2022-03-30,101,26
376,Trailer,623,2020,Grey,2021-12-13,102,1
377,Trailer,549,2020,Black,2021-10-16,115,1
378,Roadbike,611,2008,Black,2022-03-14,102,14
379,Roadbike,611,2009,Blue,2021-12-31,114,12
380,Trailer,623,2020,Silver,2021-11-26,102,1
381,Trailer,549,1998,Grey,2022-01-12,102,24
382,Trailer,623,1974,Grey,2022-03-26,114,48
383,Boat Trailer,623,2020,Silver,2022-01-13,102,2
384,Trailer,623,2020,Silver,2022-01-01,105,2
385,Trailer,623,2020,Grey,2022-01-09,114,2
386,Trailer,506,2020,Yellow,2022-01-06,114,2
387,Moped,550,2005,Black,2021-12-17,114,16
388,Roadbike,545,2006,Black,2022-01-13,102,16
389,Trailer,549,2020,Silver,2022-03-24,106,2
390,Trailer,623,1980,Grey,2022-02-22,108,42
391,Boat Trailer,623,2000,Silver,2022-03-18,115,22
392,Trailer - Heavy,623,2020,White,2021-11-13,114,1
393,Trailer,623,2020,Silver,2022-03-07,114,2
394,Roadbike,611,2007,Blue,2022-01-14,102,15
395,Roadbike,554,2007,Yellow,2021-10-09,106,14
396,Moped,611,2009,Orange,2022-03-10,102,13
397,Trailer,623,2016,Silver,2022-02-03,104,6
398,Trailer,623,2016,Silver,2021-11-14,115,5
399,Trailer,623,2016,Silver,2021-12-19,109,5
400,Boat Trailer,623,1975,Grey,2021-11-06,111,46
401,Trailer,623,2011,Silver,2021-12-21,101,10
402,Trailer,538,2017,Silver,2022-03-18,102,5
403,Trailer,623,2017,Black,2022-03-16,115,5
404,Trailer - Heavy,623,1960,Grey,2022-01-21,114,62
405,Trailer,623,2017,Silver,2022-02-14,102,5
406,Trailer,538,2017,Silver,2021-12-06,109,4
407,Trailer,616,2017,Silver,2021-12-21,109,4
408,Trailer,623,2017,Silver,2021-12-05,107,4
409,Boat Trailer,623,2017,Silver,2022-01-27,106,5
410,Trailer - Heavy,623,2017,Silver,2021-12-31,102,4
411,Trailer,623,2017,Silver,2021-12-13,111,4
412,Trailer,623,2017,Silver,2021-11-18,102,4
413,Trailer,549,2017,Black,2022-01-14,104,5
414,Caravan,519,2002,White,2021-11-01,101,19
415,Trailer - Heavy,623,2017,Silver,2022-02-23,102,5
416,Trailer,623,2017,Silver,2022-02-22,114,5
417,Boat Trailer,623,2002,Silver,2022-01-08,104,20
418,Trailer,623,2020,Silver,2022-01-25,108,2
419,Trailer,514,2020,Silver,2021-10-14,114,1
420,Trailer - Heavy,549,1987,Green,2022-01-16,114,35
421,Boat Trailer,623,2020,Silver,2022-02-13,114,2
422,Trailer,623,2020,Silver,2021-12-31,109,1
423,Trailer,623,2020,Silver,2021-10-27,104,1
424,Trailer,623,2020,Silver,2022-03-28,103,2
425,Trailer,562,2020,Silver,2021-10-21,103,1
426,Caravan,519,2009,White,2022-03-24,114,13
427,Saloon,512,2014,White,2022-03-24,102,8
428,Boat Trailer,623,1980,Grey,2021-11-09,104,41
429,Caravan,519,2010,White,2021-12-28,114,11
430,Trailer,623,1979,Yellow,2022-03-17,109,43
431,Caravan,609,2005,White,2021-11-09,102,16
432,Roadbike,636,2004,Silver,2022-02-19,114,18
433,Trailer,623,1981,Yellow,2022-04-01,102,41
434,Roadbike,631,2007,Black,2022-03-31,111,15
435,Moped,585,2008,Gold,2021-11-25,109,13
436,Trailer,514,1999,Silver,2022-02-21,114,23
437,Trailer,623,1967,Red,2022-01-11,103,55
438,Trailer,624,2020,Silver,2021-10-24,111,1
439,Trailer,623,2020,Silver,2021-10-14,104,1
440,Trailer,623,2020,Silver,2022-01-29,109,2
441,Roadbike,550,2003,Silver,2022-03-10,102,19
442,Trailer,562,2000,Silver,2022-03-25,103,22
443,Trailer,623,1972,Blue,2021-12-07,108,49
444,Trailer,549,1992,White,2022-02-08,114,30
445,Trailer,623,2020,Silver,2021-11-25,101,1
446,Trailer,623,2020,Silver,2022-03-09,114,2
447,Roadbike,594,1997,Grey,2022-03-10,102,25
448,Boat Trailer,623,2020,Silver,2021-12-15,102,1
449,Trailer,572,2020,Silver,2021-11-30,114,1
450,Trailer,623,1982,Orange,2022-01-28,101,40
451,Trailer,514,2020,Silver,2021-12-06,115,1
452,Trailer,514,2015,Silver,2021-11-27,114,6
453,Roadbike,611,2004,Red,2022-03-19,114,18
454,Moped,636,1999,Black,2022-03-28,107,23
455,Trailer - Heavy,623,1998,Grey,2021-11-15,102,23
456,Caravan,519,1977,White,2022-03-21,102,45
457,Trailer,623,2020,Silver,2021-11-25,104,1
458,Boat Trailer,623,2020,Silver,2021-12-11,104,1
459,Roadbike,636,2001,Red,2021-11-15,102,20
460,Trailer,623,1999,Silver,2022-03-31,104,23
461,Boat Trailer,623,2020,Silver,2022-01-18,109,2
462,Trailer,623,2020,Silver,2022-03-03,109,2
463,Trailer,623,2021,Silver,2021-11-15,115,0
464,Trailer,549,2021,Black,2021-10-11,101,0
465,Trailer,623,2019,Grey,2022-02-23,103,3
466,Roadbike,505,2008,Black,2021-10-30,114,13
467,Roadbike,550,2009,Silver,2022-02-06,114,13
468,Trailer - Heavy,558,2017,White,2022-01-04,102,5
469,Trailer,623,2017,Silver,2021-12-23,102,4
470,Trailer,623,2017,Silver,2021-11-11,102,4
471,Trailer,514,2017,Silver,2022-01-18,103,5
472,Trailer,623,2017,Silver,2022-02-28,103,5
473,Trailer,623,2017,Silver,2021-12-31,107,4
474,Trailer,514,2017,Silver,2022-04-05,115,5
475,Trailer,549,1976,White,2021-11-21,104,45
476,Trailer,623,2017,Silver,2021-10-17,102,4
477,Trailer,623,2017,Black,2021-10-27,102,4
478,Trailer,562,2017,Silver,2022-01-28,114,5
479,Trailer,623,2017,Silver,2022-02-18,103,5
480,Boat Trailer,623,2017,Silver,2022-03-20,114,5
481,Trailer,623,2008,Silver,2022-02-24,108,14
482,Boat Trailer,636,2017,Silver,2022-01-20,102,5
483,Trailer,623,2017,Silver,2021-10-21,102,4
484,Trailer,623,2017,Silver,2021-11-06,114,4
485,Trailer,562,2008,Silver,2022-03-09,108,14
486,Trailer,623,2017,Silver,2022-02-25,102,5
487,Trailer,623,2009,Silver,2021-10-09,103,12
488,Trailer,623,2020,Silver,2021-12-06,104,1
489,Boat Trailer,623,2020,Grey,2021-10-24,114,1
490,Trailer,584,2008,Silver,2022-01-04,102,14
491,Roadbike,550,1985,White,2022-02-16,102,37
492,Roadbike,611,2005,Blue,2022-01-28,102,17
493,Boat Trailer,623,1990,White,2022-01-18,102,32
494,Trailer,623,2021,White,2022-03-10,106,1
495,Trailer,623,2021,Grey,2021-11-24,102,0
496,Moped,585,2005,Silver,2022-01-24,109,17
497,Trailer,623,2021,Silver,2021-12-03,114,0
498,Trailer,623,2021,Silver,2022-01-28,102,1
499,Trailer,562,2021,Silver,2021-12-17,114,0
500,Trailer - Heavy,623,2021,Silver,2022-01-18,102,1
501,Trailer,623,2021,Silver,2021-10-16,107,0
502,Trailer,538,2021,Silver,2022-02-04,102,1
503,Boat Trailer,623,2021,Silver,2021-11-19,104,0
504,Trailer,623,1968,Grey,2022-01-28,114,54
